"OG","Regression_Coefficient","P_value","Lambda","Bound_used","R_squared","R_squared_adj","n","Status","Contrast"
"OG0000000_00",0.0132996919748158,0.612692187964556,0.901283944056731,"1e-05 to 1",0.00160542958154045,-0.00419919001391578,174,"success","pgls5_castespolymorphic"
"OG0000001_00",-0.0410895759592245,0.188882627730519,0.87748947095311,"1e-05 to 1",0.0177298051858967,0.0120189319602333,174,"success","pgls5_castespolymorphic"
"OG0000001_01",-0.0121646768733899,0.504416162348255,0.621745286394833,"1e-05 to 1",0.0040987424691273,-0.00169138112116851,174,"success","pgls5_castespolymorphic"
"OG0000001_02",0.0198511356816825,0.423619543954808,0.794218631195819,"1e-05 to 1",0.00635032235134767,0.000573289341762484,174,"success","pgls5_castespolymorphic"
"OG0000002_00",-0.00494893369033611,0.821069434259962,0.106632400106645,"1e-05 to 1",0.000577820612573612,-0.00523277345363238,174,"success","pgls5_castespolymorphic"
"OG0000003_00",-0.0125566994817498,0.614302680249905,0.978170142349318,"1e-05 to 1",0.00215897892919873,-0.00364242235609669,174,"success","pgls5_castespolymorphic"
"OG0000005_01",-0.00672148680374927,0.847475103875033,0.893855893893251,"1e-05 to 1",0.000371735791547457,-0.00544005644222256,174,"success","pgls5_castespolymorphic"
"OG0000006_00",0.0347473066150766,0.326368712469522,0.681801206725675,"1e-05 to 1",0.0100355379690114,0.00427993063162202,174,"success","pgls5_castespolymorphic"
"OG0000006_01",0.0383986550467251,0.0165152427041664,1,"1e-05 to 1",0.0498016085572604,0.0442771993046862,174,"success","pgls5_castespolymorphic"
"OG0000006_02",-0.0026336726894785,0.827597177920776,1,"1e-05 to 1",0.000383971659890211,-0.00542774943511048,174,"success","pgls5_castespolymorphic"
"OG0000006_03",-0.0123190296011528,0.551884781480242,1e-05,"1e-05 to 1",0.00433345473074303,-0.00145530425338047,174,"success","pgls5_castespolymorphic"
"OG0000007_00",-0.0312076570902693,0.33686912819026,0.80204675127087,"1e-05 to 1",0.00981560484732277,0.00405871882899334,174,"success","pgls5_castespolymorphic"
"OG0000008_00",0.000489111214228996,0.985461023480883,1e-05,"1e-05 to 1",2.92573446548969e-06,-0.00581101074382251,174,"success","pgls5_castespolymorphic"
"OG0000010_00",-0.0182493973569475,0.577327825970629,1,"1e-05 to 1",0.00342582373494717,-0.00236821217357064,174,"success","pgls5_castespolymorphic"
"OG0000010_01",0.0529549451885001,0.155636189344534,0.834724559597441,"1e-05 to 1",0.02385530361672,0.0181800437540265,174,"success","pgls5_castespolymorphic"
"OG0000011_00",0.0154296955304192,0.458640381225254,0.908863223443229,"1e-05 to 1",0.00534374885767794,-0.000439136323381994,174,"success","pgls5_castespolymorphic"
"OG0000012_00",0.0079510631585239,0.566545997793504,0.553362902695214,"1e-05 to 1",0.00207037282219521,-0.00373154361488504,174,"success","pgls5_castespolymorphic"
"OG0000017_00",-0.0105374483844762,0.651883881380068,0.689968685002587,"1e-05 to 1",0.00154657239608038,-0.00425838939231449,174,"success","pgls5_castespolymorphic"
"OG0000019_00",-0.0072325942966372,0.451724989284278,1,"1e-05 to 1",0.00556389028129522,-0.000217715007767127,174,"success","pgls5_castespolymorphic"
"OG0000020_00",-0.00941641752261388,0.384262031539759,1,"1e-05 to 1",0.00797867640324368,0.00221111056837886,174,"success","pgls5_castespolymorphic"
"OG0000020_01",-0.0163812743532819,0.321278443185434,1,"1e-05 to 1",0.00678467964093543,0.00101017196442932,174,"success","pgls5_castespolymorphic"
"OG0000024_00",0.00132058268735511,0.960807850405932,1,"1e-05 to 1",1.52346618432624e-05,-0.00579863025291338,174,"success","pgls5_castespolymorphic"
"OG0000025_00",0.0443904738461051,0.0209974526172607,0.87061190099888,"1e-05 to 1",0.059723222843918,0.0542564973953362,174,"success","pgls5_castespolymorphic"
"OG0000025_01",0.0580785150077053,0.00204382993407393,0.721202424465559,"1e-05 to 1",0.0585914776460101,0.053118172283487,174,"success","pgls5_castespolymorphic"
"OG0000027_00",0.0059071254406142,0.845942529266665,0.862619929503941,"1e-05 to 1",0.000332555730423631,-0.00547946429439938,174,"success","pgls5_castespolymorphic"
"OG0000029_00",0.000305350092690636,0.9843544991468,1,"1e-05 to 1",3.41819576689658e-06,-0.00581051541937394,174,"success","pgls5_castespolymorphic"
"OG0000029_01",-0.0238803356788623,0.243046450503337,0.94055849472672,"1e-05 to 1",0.0159984779495454,0.0102775388678565,174,"success","pgls5_castespolymorphic"
"OG0000029_02",-0.0123730835537608,0.234722521119999,1,"1e-05 to 1",0.0120469657844754,0.00630305279485022,174,"success","pgls5_castespolymorphic"
"OG0000029_03",-0.0297592377621198,0.216281397329724,0.886966502892996,"1e-05 to 1",0.0128188531277217,0.00707942785520854,174,"success","pgls5_castespolymorphic"
"OG0000033_00",-0.0355699352232917,0.142842873948149,1e-05,"1e-05 to 1",0.0211367810176157,0.015445715790974,174,"success","pgls5_castespolymorphic"
"OG0000034_00",-0.0280019054843649,0.431123342738921,1,"1e-05 to 1",0.005913420629621,0.000133847493746675,174,"success","pgls5_castespolymorphic"
"OG0000034_01",0.0161558897639402,0.407893487620237,0.289398528854613,"1e-05 to 1",0.00439499447376204,-0.00139340672115806,174,"success","pgls5_castespolymorphic"
"OG0000035_00",0.0593177844529423,0.0363878130604429,1e-05,"1e-05 to 1",0.0488103784009475,0.0432802061823483,174,"success","pgls5_castespolymorphic"
"OG0000035_01",0.0184968352037671,0.522627850320268,0.891501220355129,"1e-05 to 1",0.00440860570850596,-0.00137971635132828,174,"success","pgls5_castespolymorphic"
"OG0000036_00",-0.0176543775281001,0.444230094909313,1e-05,"1e-05 to 1",0.00752402850721145,0.00175381937062546,174,"success","pgls5_castespolymorphic"
"OG0000036_01",-0.00387257240730499,0.730904214025276,1,"1e-05 to 1",0.00102356117089457,-0.00478444138043743,174,"success","pgls5_castespolymorphic"
"OG0000037_00",-0.0313118031833395,0.0917671396832385,0.876830088627158,"1e-05 to 1",0.0290316276476993,0.0233864626921627,174,"success","pgls5_castespolymorphic"
"OG0000038_00",0.000871747126105252,0.961286028823672,1,"1e-05 to 1",2.29859428763505e-05,-0.00579083390629309,174,"success","pgls5_castespolymorphic"
"OG0000039_00",0.00375557177210147,0.917232496606133,0.709765535274444,"1e-05 to 1",0.000134143127106187,-0.00567903045936413,174,"success","pgls5_castespolymorphic"
"OG0000044_00",-0.0181886347045816,0.625262562939266,1e-05,"1e-05 to 1",0.00272241143472777,-0.0030757140801867,174,"success","pgls5_castespolymorphic"
"OG0000044_01",-0.0100797033939708,0.83535899710746,0.837056137168204,"1e-05 to 1",0.000461862562310985,-0.00534940567860587,174,"success","pgls5_castespolymorphic"
"OG0000045_00",-0.00296554407667784,0.826865961538631,1,"1e-05 to 1",0.000480679049990132,-0.00533047979274248,174,"success","pgls5_castespolymorphic"
"OG0000049_00",-0.0319563546085445,0.107486806711351,1,"1e-05 to 1",0.0165228349380659,0.0108049444435196,174,"success","pgls5_castespolymorphic"
"OG0000050_00",-0.00225437609445657,0.915764190680861,1,"1e-05 to 1",0.000101237870636218,-0.00571212702546475,174,"success","pgls5_castespolymorphic"
"OG0000051_01",0.0139936957237463,0.486512421662663,0.623137568980711,"1e-05 to 1",0.00522115465986792,-0.000562443278156133,174,"success","pgls5_castespolymorphic"
"OG0000051_02",0.0725502826966029,0.00225406812121776,0.610532556468217,"1e-05 to 1",0.0679926714085321,0.0625740241492795,174,"success","pgls5_castespolymorphic"
"OG0000052_00",-0.0689484707916874,0.0127017739291486,0.678724679355403,"1e-05 to 1",0.0663163054751529,0.0608879119023341,174,"success","pgls5_castespolymorphic"
