"OG","Regression_Coefficient","P_value","Lambda","Bound_used","R_squared","R_squared_adj","n","Status","Contrast"
"OG0000000_00",-0.0212541732690399,0.572434764597678,0.828865051126103,"1e-05 to 1",0.00199564802913005,-0.00377316325393839,175,"success","pgls3_cocoonpresent"
"OG0000001_00",0.000572185444043297,0.980115941997911,0.537204903095456,"1e-05 to 1",6.43702654193857e-06,-0.00577387258602147,175,"success","pgls3_cocoonpresent"
"OG0000001_01",0.0152042635397326,0.517623249874146,0.686418320912732,"1e-05 to 1",0.00385082746043226,-0.00190726024210863,175,"success","pgls3_cocoonpresent"
"OG0000001_02",0.0347987560738266,0.052713874720824,1e-05,"1e-05 to 1",0.0366533000312691,0.0310848219967678,175,"success","pgls3_cocoonpresent"
"OG0000002_00",0.010398256564875,0.684034877495764,1,"1e-05 to 1",0.00186962195606782,-0.00389991780141141,175,"success","pgls3_cocoonpresent"
"OG0000003_00",-0.0247346999025997,0.741913161574239,0.717933656886433,"1e-05 to 1",0.000922563337281363,-0.00485245074747431,175,"success","pgls3_cocoonpresent"
"OG0000005_01",-0.00535432367498115,0.817032586781011,1,"1e-05 to 1",0.000537827993536183,-0.00523940999494044,175,"success","pgls3_cocoonpresent"
"OG0000006_00",0.055257973761142,0.181499214322438,0.938800393795472,"1e-05 to 1",0.0185202406024446,0.0128469471955223,175,"success","pgls3_cocoonpresent"
"OG0000006_01",0.0436292053585485,0.142098733400476,0.953104072094427,"1e-05 to 1",0.018973661574969,0.0133029890985237,175,"success","pgls3_cocoonpresent"
"OG0000006_02",0.0327329359076398,0.27805215058382,0.909874567192407,"1e-05 to 1",0.00948166490105966,0.00375612539181713,175,"success","pgls3_cocoonpresent"
"OG0000006_03",-0.0171729326110373,0.514427818792081,0.636591666195934,"1e-05 to 1",0.0052016514134226,-0.000548628058176126,175,"success","pgls3_cocoonpresent"
"OG0000007_00",0.00500421609493262,0.793883279880196,1e-05,"1e-05 to 1",0.000729805283172242,-0.00504632300998864,175,"success","pgls3_cocoonpresent"
"OG0000008_00",0.0044839784433968,0.856391195910199,0.995616634454282,"1e-05 to 1",0.000288502748425724,-0.00549017642643879,175,"success","pgls3_cocoonpresent"
"OG0000010_00",-0.0057867877594395,0.707004191370497,1e-05,"1e-05 to 1",0.00155994728046694,-0.00421138250403907,175,"success","pgls3_cocoonpresent"
"OG0000010_01",0.0183501012447738,0.648711765789806,0.935806950347978,"1e-05 to 1",0.00248223336875696,-0.00328376528229057,175,"success","pgls3_cocoonpresent"
