"OG" "Regression_Coefficient" "P_value" "Lambda" "Bound_used" "R_squared" "R_squared_adj" "n" "Status" "Contrast" "motivo"
"OG0001113_00" 0.117743825969215 2.0271615452927e-07 0.920016794155735 "1e-05 to 1" 0.184384457307908 0.179642506478303 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0001546_00" 0.07154675297685 7.29674066946018e-07 1e-05 "1e-05 to 1" 0.14340382932876 0.138423619034159 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0001662_00" 0.0928413083970729 3.77683166696841e-06 1 "1e-05 to 1" 0.125415683792266 0.120330891256174 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0009221_00" 0.0973270524153738 4.11088000418225e-06 1e-05 "1e-05 to 1" 0.183698167030926 0.178952226141571 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0000503_00" 0.153661260719335 1.37812638787427e-05 1 "1e-05 to 1" 0.165429614272985 0.160577460867595 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0000440_00" 0.0349872975494628 2.77930462480036e-05 0.983865008025344 "1e-05 to 1" 0.10811081313259 0.10292541088336 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0003533_00" 0.0610077777565053 3.21363165274313e-05 0.25485659605056 "1e-05 to 1" 0.102712894901056 0.0974961094062948 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0002192_00" 0.0717036971210283 5.00540913286329e-05 1e-05 "1e-05 to 1" 0.140638979754426 0.135642694752998 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0005321_00" 0.0682087839067623 5.33432817970692e-05 1 "1e-05 to 1" 0.0978696506200919 0.0926247067283482 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0003225_00" 0.0677707280019922 7.0365189584809e-05 0.741225752726434 "1e-05 to 1" 0.0932024761678579 0.0879303975409269 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0005763_00" 0.0917422303374372 7.57905979331674e-05 0.925748099391523 "1e-05 to 1" 0.0935160511895506 0.0882457956732107 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0007813_00" 0.0717377477745608 9.08774959178515e-05 1e-05 "1e-05 to 1" 0.0943825685579972 0.0891173509333345 174 "success" "pgls5_castespolymorphic" "MA1458.2"
"OG0003113_00" 0.072027180739312 0.000101147436333493 1 "1e-05 to 1" 0.0943592960194468 0.0890939430893274 174 "success" "pgls5_castespolymorphic" "MA1458.2"
