"OG" "Regression_Coefficient" "P_value" "Lambda" "Bound_used" "R_squared" "R_squared_adj" "n" "Status" "Contrast" "motivo"
"OG0001710_00" 0.0869726793961183 5.04790396815835e-07 1 "1e-05 to 1" 0.148967450169775 0.144019586507971 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0005026_00" 0.112279513729618 1.74144052378367e-06 0.708985241389065 "1e-05 to 1" 0.135101660301611 0.130073181582434 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0001644_00" 0.0796995463659946 1.86213569941529e-06 1 "1e-05 to 1" 0.136816410426295 0.131797901184587 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0003299_00" 0.0709687919530073 2.94302119119294e-06 1 "1e-05 to 1" 0.128035033807817 0.122965470050886 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0004801_00" 0.0461306589176406 7.11734285685495e-06 1 "1e-05 to 1" 0.120150264696861 0.115034859259052 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0009933_00" 0.100498674429398 8.87770042834468e-06 0.842641241659818 "1e-05 to 1" 0.16632402714307 0.161477073812507 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0003202_00" 0.0647345648020004 1.82725782720272e-05 1 "1e-05 to 1" 0.110037464236934 0.104863263447614 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0010359_00" 0.0651006309513052 2.03937313019154e-05 1 "1e-05 to 1" 0.193290813538798 0.18860064385007 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0006714_00" 0.10850786991396 2.45825223481599e-05 1 "1e-05 to 1" 0.106840575568117 0.101647788216769 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0007549_00" -0.066513953398623 3.67718155542818e-05 1 "1e-05 to 1" 0.104371929979864 0.0991647900378864 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0003850_00" 0.0636538211573114 4.73756711101281e-05 0.592205766404075 "1e-05 to 1" 0.100349935560886 0.0951194119304258 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0007514_00" 0.0769582745531767 7.4291881309918e-05 1 "1e-05 to 1" 0.0948625418861422 0.0896001148040849 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0000867_00" 0.048363748655257 7.53314031483043e-05 1 "1e-05 to 1" 0.0941430451467655 0.0888764349441304 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0000008_00" 0.0800198448593218 7.6224383009027e-05 1 "1e-05 to 1" 0.128792037892629 0.123726875322237 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0005570_00" 0.0493803769677579 8.86590547051203e-05 0.434014829488341 "1e-05 to 1" 0.0918297801356039 0.0865497207177877 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0005044_00" 0.0521187640447579 0.000106870172958295 1e-05 "1e-05 to 1" 0.0909060771232 0.0856206473390326 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0009390_00" 0.0369456852061058 0.000120460567502478 1 "1e-05 to 1" 0.107892298828213 0.102705626146981 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0001568_00" 0.0660063097188718 0.000163800826732174 0.520101154114087 "1e-05 to 1" 0.0847076548761 0.0793861877532865 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0007969_00" 0.0362568264967566 0.000193611979434349 1 "1e-05 to 1" 0.0849392050181475 0.0796190841170902 174 "success" "pgls5_castespolymorphic" "MA2468.1"
"OG0001057_00" 0.0599577225448175 0.000196133653472597 1e-05 "1e-05 to 1" 0.0837732010600914 0.0784463010662547 174 "success" "pgls5_castespolymorphic" "MA2468.1"
