"OG" "Regression_Coefficient" "P_value" "Lambda" "Bound_used" "R_squared" "R_squared_adj" "n" "Status" "Contrast" "motivo"
"OG0006026_00" 0.0555040888508971 1.93486067923132e-06 1 "1e-05 to 1" 0.130898672752939 0.125845758059642 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0004286_00" 0.0853214743562178 7.93127213949418e-06 1e-05 "1e-05 to 1" 0.116224231208792 0.11108599999489 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0009084_00" 0.0152561612513945 8.49538695346652e-06 1 "1e-05 to 1" 0.136090873119795 0.131068145637933 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0002814_00" 0.0443139583091243 9.22176452933243e-06 0.909865581065644 "1e-05 to 1" 0.115996759147908 0.110857205422024 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0008261_00" 0.0861068565725169 1.1045557883671e-05 1e-05 "1e-05 to 1" 0.119732541624541 0.114614707564219 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0009320_00" 0.0322596322119516 4.18619624822369e-05 1e-05 "1e-05 to 1" 0.118142539498793 0.113015461240065 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0002734_00" 0.0348742087494778 6.61299520774428e-05 1e-05 "1e-05 to 1" 0.0944180578509512 0.0891530465593868 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0008253_00" 0.0354618942231598 6.61535144073078e-05 1e-05 "1e-05 to 1" 0.095546722725865 0.0902882734393875 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0004421_00" 0.0105694455565686 6.88987440300437e-05 1 "1e-05 to 1" 0.0945404132550483 0.0892761133321126 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0004807_00" 0.0612769596322721 9.08568093065387e-05 0.983323356952274 "1e-05 to 1" 0.0921165583864466 0.0868381662840422 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0005910_00" 0.0445367909630257 9.83830519878381e-05 1e-05 "1e-05 to 1" 0.0907099194944544 0.085423349258957 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0002454_00" 0.0347364727494505 0.000122220563057329 1 "1e-05 to 1" 0.0873281719063781 0.0820219403476942 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0004844_00" -0.0780904384595171 0.000124330945728168 1 "1e-05 to 1" 0.0876641648448993 0.0823598867335325 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0005465_00" 0.0329243007829392 0.000136285052735996 0.261789568394801 "1e-05 to 1" 0.0866801727922589 0.081370173796865 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0010450_00" 0.124052014094707 0.000136712467543987 0.501154371212178 "1e-05 to 1" 0.171119487894277 0.166300415149476 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0005042_00" 0.0143322502718192 0.000147647176869325 1 "1e-05 to 1" 0.0868559091313578 0.0815469318588657 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0009645_00" 0.0517960129091135 0.000148465008958709 1 "1e-05 to 1" 0.121083084742519 0.115973102677068 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0001546_00" 0.0494708118704606 0.000169339074099106 1 "1e-05 to 1" 0.085368348787379 0.0800507229082358 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0006677_00" 0.0289192133944143 0.000186147416909588 1 "1e-05 to 1" 0.0838348590238505 0.0785083175065473 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0005439_00" 0.0340209885790708 0.00023386834772543 0.792113693734654 "1e-05 to 1" 0.0818610180508672 0.0765230007139537 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0008469_00" 0.104451332171186 0.000251634278670476 1 "1e-05 to 1" 0.0810649356276297 0.0757222899045346 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0003082_00" 0.0485970834421565 0.000294805613437532 1 "1e-05 to 1" 0.0779277852378581 0.0725669002683109 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0002226_00" 0.0291422687827238 0.000309638506559962 1 "1e-05 to 1" 0.0778656749344822 0.0725044288585199 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0000096_00" 0.0441634757460888 0.000312115223433551 1 "1e-05 to 1" 0.0811788018774449 0.07583681816743 174 "success" "pgls5_castespolymorphic" "MA2226.1"
"OG0001455_00" -0.0495193153626336 0.000319416446919574 1 "1e-05 to 1" 0.0770701309647995 0.0717042596331996 174 "success" "pgls5_castespolymorphic" "MA2226.1"
