"OG" "Regression_Coefficient" "P_value" "Lambda" "Bound_used" "R_squared" "R_squared_adj" "n" "Status" "Contrast" "motivo"
"OG0004678_00" 0.0480629697023469 7.1846921301244e-07 1e-05 "1e-05 to 1" 0.146121548865118 0.141157139265497 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0010087_00" 0.0335187816182677 3.33566365418037e-06 1e-05 "1e-05 to 1" 0.206362934223245 0.20174876523617 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0007517_00" 0.0441048652555265 2.28940265531996e-05 1e-05 "1e-05 to 1" 0.106966932292989 0.101774879573762 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0003346_00" 0.0666984615932733 3.35818013301736e-05 0.552490359568777 "1e-05 to 1" 0.101042706306771 0.0958162104132061 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0000983_00" 0.0686675162448321 3.80187780666397e-05 1e-05 "1e-05 to 1" 0.132363000987131 0.12731859983008 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0004265_00" 0.025694812064479 4.2193680988234e-05 1e-05 "1e-05 to 1" 0.108859969438262 0.10367892274895 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0009212_00" 0.0592208823356948 4.52907079941944e-05 1e-05 "1e-05 to 1" 0.115530413125659 0.110388148085692 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0002366_00" -0.036809661265352 4.58273085182093e-05 0.938262517401223 "1e-05 to 1" 0.0983300060314916 0.093087738624698 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0010194_00" 0.0713378630350604 5.2440011337751e-05 1e-05 "1e-05 to 1" 0.158931980000574 0.15404204965174 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0004924_00" 0.0116312057146545 0.000133838885397086 1 "1e-05 to 1" 0.0863603804924662 0.0810485222395154 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0007204_00" 0.0386019730400867 0.0001703208848709 1e-05 "1e-05 to 1" 0.0868776306128559 0.081568779628047 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0006124_00" 0.0513066833655702 0.000239755514708673 1e-05 "1e-05 to 1" 0.0811005497274308 0.0757581110630553 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0005586_00" 0.0350213652634662 0.000253708111949802 1e-05 "1e-05 to 1" 0.0804890275960898 0.0751430335704857 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0005689_00" 0.0444016046543572 0.000304681854253142 1e-05 "1e-05 to 1" 0.0780392799772257 0.0726790432329073 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0001611_00" -0.037957478807248 0.000315601265032939 0.998457358940448 "0.1 to 1" 0.0776604645822138 0.0722980254228081 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0001504_00" 0.0477420515404762 0.000392643305526796 1e-05 "1e-05 to 1" 0.0790996812591535 0.0737456096385672 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0006161_00" 0.0329907167053171 0.000522786312017409 0.545306183411 "1e-05 to 1" 0.0731035704206367 0.0677146376905241 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0006171_00" 0.041182046744667 0.000543223739825294 0.273728080281594 "1e-05 to 1" 0.0722467490933156 0.0668528348438581 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0007528_00" 0.0472544904365763 0.000543374735626267 0.672739790380537 "1e-05 to 1" 0.0759098873706101 0.0705372704367182 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0002265_00" 0.0409448201486506 0.000552692108750641 0.544245506648673 "1e-05 to 1" 0.0854764750769411 0.0801594778390162 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0010393_00" 0.0396882914401637 0.000719066346982711 1e-05 "1e-05 to 1" 0.128017446373416 0.122947780363959 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0005597_00" 0.0561329576940773 0.000786760068482995 0.21354222133558 "1e-05 to 1" 0.0686464876600154 0.0632316416580389 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0002786_00" 0.032211083789342 0.000815483584302168 0.688172911418872 "1e-05 to 1" 0.0682553519160939 0.0628382318690943 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0004731_00" 0.0233789709070154 0.00093534732392575 1e-05 "1e-05 to 1" 0.0655608717786826 0.0601280861494889 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0000213_00" -0.0483390296732993 0.000942333934827566 0.68058654640437 "1e-05 to 1" 0.0658753137258169 0.0604443562474786 174 "success" "pgls5_castespolymorphic" "MA2298.1"
"OG0004490_00" 0.0431708722835861 0.00101137851228428 0.621320117286069 "1e-05 to 1" 0.0647230332325297 0.0592853764489978 174 "success" "pgls5_castespolymorphic" "MA2298.1"
