"OG" "Regression_Coefficient" "P_value" "Lambda" "Bound_used" "R_squared" "R_squared_adj" "n" "Status" "Contrast" "motivo"
"OG0009658_00" 0.0620036763381406 1.47385229607444e-05 1e-05 "1e-05 to 1" 0.147637501388284 0.142681905466123 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0001798_00" -0.0795831518813828 2.62351487481105e-05 1e-05 "1e-05 to 1" 0.10426191193575 0.0990541323539814 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0006634_00" -0.081244122178642 2.91909492655673e-05 0.625382403051103 "1e-05 to 1" 0.103740059931196 0.0985292463261449 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0009147_00" -0.0723347149527118 0.00013444726908407 0.911674068427551 "1e-05 to 1" 0.0985556451671269 0.093314689615773 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0006320_00" -0.0640161587935044 0.000142104770489038 0.880221998567755 "1e-05 to 1" 0.0862318131535758 0.0809192074160965 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0009104_00" -0.0622832922132307 0.000171938246976922 0.887651813529971 "1e-05 to 1" 0.0982382587348878 0.092995457913579 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0003112_00" -0.0698982460227653 0.000177811975921482 0.965718900711317 "1e-05 to 1" 0.0833300049351267 0.0780005282196332 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0003679_00" 0.0949219462725062 0.000245095008896357 0.979923088693392 "1e-05 to 1" 0.0803794656664521 0.075032834652885 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0005990_00" -0.0738338905901639 0.000264842683166844 0.958537062466499 "1e-05 to 1" 0.0800245872817712 0.0746758930217816 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0005281_00" -0.0656767222097878 0.000280362841922566 0.827468276202741 "1e-05 to 1" 0.0794086779990586 0.0740564028711462 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0009595_00" -0.0898608718209024 0.000366675680774753 1e-05 "1e-05 to 1" 0.125695506937477 0.120612341280136 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0004674_00" -0.0705529747345921 0.000381899070506897 0.963637556798527 "1e-05 to 1" 0.0756083511932422 0.0702339811420402 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0000300_00" -0.0777048176908559 0.000434398648732959 0.81533223588089 "1e-05 to 1" 0.0755803003513813 0.0702057672138894 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0001359_00" -0.0754601700251536 0.000534924992863228 0.906946009832071 "1e-05 to 1" 0.0780685927411767 0.0727085264199046 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0007368_00" -0.0816688167594879 0.00056281470214703 0.944113717034005 "1e-05 to 1" 0.0722993428280358 0.0669057343561058 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0001289_00" -0.0682397997544703 0.000630098026874748 1e-05 "1e-05 to 1" 0.070638715596248 0.0652354523148309 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0006591_00" -0.057956204409502 0.000738214941611304 0.919395483053329 "1e-05 to 1" 0.0715169806010839 0.0661188235115554 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0000952_00" -0.0627331213398765 0.000810696515511911 0.925290679553725 "1e-05 to 1" 0.0679061422399582 0.0624869919041441 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0002162_00" -0.0731457296699089 0.000840053763062176 0.814229837251671 "1e-05 to 1" 0.0679315431729627 0.0625125405169915 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0000929_00" -0.0742161890273996 0.000902675934849384 0.930501026655079 "1e-05 to 1" 0.0679754503634145 0.0625567029818065 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0003432_00" -0.0669603906435787 0.000930753262827988 0.945534543464624 "1e-05 to 1" 0.0664084219665687 0.0609805639547465 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0005580_00" -0.0291532079988437 0.000950852488284637 0.539302923651562 "1e-05 to 1" 0.0657782765131353 0.0603467548649559 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0004166_00" -0.036414221460846 0.000975543431553927 0.941268333207374 "1e-05 to 1" 0.0655018485275015 0.0600687197398707 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0005451_00" -0.0656772867317237 0.00102725969253292 0.786770468368087 "1e-05 to 1" 0.0649448462053278 0.0595084790321031 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0004902_00" -0.0791228403812157 0.00112876062378353 0.924292972331212 "1e-05 to 1" 0.0635458242257109 0.0581013232037675 174 "success" "pgls5_castespolymorphic" "MA2306.1"
"OG0000207_00" -0.0770915917405057 0.00117290343850573 0.866060650400298 "1e-05 to 1" 0.0737379291316265 0.0683526845335545 174 "success" "pgls5_castespolymorphic" "MA2306.1"
