"OG" "Regression_Coefficient" "P_value" "Lambda" "Bound_used" "R_squared" "R_squared_adj" "n" "Status" "Contrast" "motivo"
"OG0006795_00" 0.0960730935673781 3.41466803721602e-08 1e-05 "1e-05 to 1" 0.174811027871398 0.170013417568324 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0006558_00" 0.0827251356334031 1.39388635567173e-06 0.383906954198488 "1e-05 to 1" 0.134284390601941 0.129251160314742 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0006424_00" -0.0713745722207328 8.39968496402221e-06 1 "1e-05 to 1" 0.116985189729066 0.111851382692607 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0003803_00" -0.0823149626367564 1.2103729646995e-05 1 "1e-05 to 1" 0.113113773594372 0.107957458324572 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0003442_00" 0.0941117100701384 1.37714253654053e-05 0.966907476465684 "1e-05 to 1" 0.11108721581451 0.105919118232036 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0000375_00" 0.10982403169557 2.22412854324894e-05 1e-05 "1e-05 to 1" 0.119364447101089 0.114244472956328 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0009524_00" 0.0737738812231634 2.88061679525331e-05 1 "1e-05 to 1" 0.135131951019639 0.130103648409288 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0000168_00" 0.0398946258227985 3.65083115825282e-05 1 "1e-05 to 1" 0.119856559148928 0.114739446120724 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0004294_00" 0.0541265375543751 6.97376525966575e-05 1 "1e-05 to 1" 0.0938507275597692 0.0885824178362795 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0001342_00" 0.088446551085906 8.36731865230256e-05 1 "1e-05 to 1" 0.141386334374182 0.136394394457753 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0006656_00" 0.0702807935521274 8.77613420939838e-05 1 "1e-05 to 1" 0.0919392563776513 0.0866598334496144 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0008184_00" 0.0752079899784258 0.000113460701533619 0.710658453834255 "1e-05 to 1" 0.0908038156548155 0.0855177913272271 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0003609_00" 0.0501023278349598 0.000116441413210211 0.685598670597812 "1e-05 to 1" 0.0888951912461659 0.083598070265039 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0005102_00" 0.0391117421206552 0.000127647117709628 1 "1e-05 to 1" 0.0873820677084444 0.0820761494974469 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0007988_00" -0.0360563291225242 0.000128035036921936 1 "1e-05 to 1" 0.0889369918639721 0.0836401139096928 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0000273_00" 0.0547051966877694 0.000131103322008386 1 "1e-05 to 1" 0.0914489790045727 0.0861667056266923 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0006900_00" 0.0642838734708852 0.000148791247706281 0.178423972689836 "1e-05 to 1" 0.0862523440362655 0.0809398576643833 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0000055_00" 0.0800859123884526 0.000149114831393682 1e-05 "1e-05 to 1" 0.158221048764266 0.153326985094291 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0009316_00" -0.0396600796177581 0.000151240187130641 1 "1e-05 to 1" 0.105705762592199 0.100506377490991 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0009213_00" 0.0385716211633364 0.000179830109716228 1e-05 "1e-05 to 1" 0.0983646866954497 0.0931226209204233 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0008486_00" 0.0897150066257809 0.000179835794302585 0.982713942466636 "1e-05 to 1" 0.100475449249231 0.0952456553495171 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0006307_00" -0.0394934736175934 0.000190368314514799 1 "1e-05 to 1" 0.0830941993586879 0.0777633516805407 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0003490_00" 0.0407571295586115 0.000209321359870618 1 "1e-05 to 1" 0.0820748644768046 0.0767380904330651 174 "success" "pgls5_castespolymorphic" "MA2254.1"
"OG0004577_00" 0.0537203491222142 0.000214369903537293 1 "1e-05 to 1" 0.0813334345573647 0.0759923498745586 174 "success" "pgls5_castespolymorphic" "MA2254.1"
