"OG"	"Regression_Coefficient"	"P_value"	"Lambda"	"Bound_used"	"R_squared"	"R_squared_adj"	"n"	"Status"	"Contrast"
"OG0000000_00"	-0.0139743997696606	0.386568005353249	0.631199821040686	"1e-05 to 1"	0.00468931908102268	-0.00109737092432027	174	"success"	"pgls5_castespolymorphic"
"OG0000001_00"	0.0128719529077775	0.680992045255685	0.807111729983987	"1e-05 to 1"	0.0017498542414024	-0.00405392567579876	174	"success"	"pgls5_castespolymorphic"
"OG0000001_01"	0.0677552095691706	0.0277782987641517	0.900243282324774	"1e-05 to 1"	0.0436424315160119	0.0380822130945933	174	"success"	"pgls5_castespolymorphic"
"OG0000001_02"	0.0307956732956208	0.251314578437203	0.779213032164738	"1e-05 to 1"	0.0130087521322921	0.00727043092375901	174	"success"	"pgls5_castespolymorphic"
"OG0000002_00"	-0.00777226803298206	0.761990777228935	1e-05	"1e-05 to 1"	0.00103592931284864	-0.00477200133068134	174	"success"	"pgls5_castespolymorphic"
"OG0000003_00"	0.0212489312824713	0.371213334218096	0.740898750910398	"1e-05 to 1"	0.0067819168483916	0.00100739310913811	174	"success"	"pgls5_castespolymorphic"
"OG0000005_01"	0.07242269464964	0.0356658845424813	1	"1e-05 to 1"	0.0433813598474906	0.0378196235675341	174	"success"	"pgls5_castespolymorphic"
"OG0000006_00"	0.0542340599121605	0.140395684669738	0.877125023222253	"1e-05 to 1"	0.0225027971808888	0.0168196739086848	174	"success"	"pgls5_castespolymorphic"
"OG0000006_01"	0.00458762082206159	0.864285721721212	0.777626982402799	"1e-05 to 1"	0.000259644219705914	-0.00555279970924927	174	"success"	"pgls5_castespolymorphic"
"OG0000006_02"	-0.0305421597334848	0.31436657175376	0.984875071342814	"1e-05 to 1"	0.00816269604961197	0.00239620009641195	174	"success"	"pgls5_castespolymorphic"
"OG0000006_03"	-0.0747759746068349	0.00780351529165202	1e-05	"1e-05 to 1"	0.0831775009601936	0.077847137593683	174	"success"	"pgls5_castespolymorphic"
"OG0000007_00"	-0.015424218596982	0.663347752625126	1	"1e-05 to 1"	0.00202446703292845	-0.0037777162982755	174	"success"	"pgls5_castespolymorphic"
"OG0000008_00"	0.0105511886743809	0.68343233940521	0.854897617420059	"1e-05 to 1"	0.00146400219986391	-0.00434143964781142	174	"success"	"pgls5_castespolymorphic"
"OG0000010_00"	0.0733279345810236	0.00595282587620538	0.464096560191008	"1e-05 to 1"	0.0801838334856185	0.0748360650756511	174	"success"	"pgls5_castespolymorphic"
"OG0000010_01"	0.0136925810863955	0.575918715585195	0.980689985580311	"1e-05 to 1"	0.00373997148976231	-0.00205223797832033	174	"success"	"pgls5_castespolymorphic"
"OG0000011_00"	0.0460078129794732	0.0684978777296608	0.962267580562592	"1e-05 to 1"	0.0318578016884832	0.0262290679773698	174	"success"	"pgls5_castespolymorphic"
"OG0000012_00"	0.0318309490862354	0.16180829588939	0.911377665260768	"1e-05 to 1"	0.0122725164994885	0.00652991485122956	174	"success"	"pgls5_castespolymorphic"
"OG0000017_00"	-0.00552088725206781	0.777425659235791	0.728825091388789	"1e-05 to 1"	0.000607456493677606	-0.00520296527089403	174	"success"	"pgls5_castespolymorphic"
"OG0000019_00"	-0.00607992291737334	0.857728817663691	0.471672252189306	"1e-05 to 1"	0.000316559894159805	-0.00549555312971139	174	"success"	"pgls5_castespolymorphic"
"OG0000020_00"	-0.00349070293020431	0.925790845784064	1	"1e-05 to 1"	9.1797778139833e-05	-0.00572162200221982	174	"success"	"pgls5_castespolymorphic"
"OG0000020_01"	-0.00589868225392205	0.739188863598664	0.73849002638927	"1e-05 to 1"	0.000766765827679933	-0.00504272971983344	174	"success"	"pgls5_castespolymorphic"
"OG0000024_00"	-0.00418876233440657	0.854163723757534	0.879617576906699	"1e-05 to 1"	0.000213134241338948	-0.00559958009446726	174	"success"	"pgls5_castespolymorphic"
"OG0000025_00"	-0.0158712612468353	0.576884991619689	1e-05	"1e-05 to 1"	0.00359228254276474	-0.00220078558198655	174	"success"	"pgls5_castespolymorphic"
"OG0000025_01"	-0.0120057010047348	0.594474559579212	0.4964132540911	"1e-05 to 1"	0.00179780342399709	-0.0040056977188867	174	"success"	"pgls5_castespolymorphic"
