"OG","Regression_Coefficient","P_value","Lambda","Bound_used","R_squared","R_squared_adj","n","Status","Contrast"
"OG0000001_01",0.0824912418026708,0.00124500723166676,0.991289789716066,"1e-05 to 1",0.0915848381613956,0.0863033546623341,174,"success","pgls5_castespolymorphic"
"OG0000029_01",-0.0467373040739627,0.00640409232100314,1e-05,"1e-05 to 1",0.0842009677213914,0.0788765547430273,174,"success","pgls5_castespolymorphic"
"OG0000029_02",0.0488487672915281,0.0341846549387692,0.853751459256459,"1e-05 to 1",0.0377690507790833,0.0321746847952409,174,"success","pgls5_castespolymorphic"
"OG0000035_00",0.0841935775607474,0.00105045984892516,1e-05,"1e-05 to 1",0.115464871569544,0.110322225474019,174,"success","pgls5_castespolymorphic"
"OG0000037_00",0.11074650581993,0.00797681883160717,0.78522284892503,"1e-05 to 1",0.0703399740563472,0.064934973905512,174,"success","pgls5_castespolymorphic"
"OG0000051_01",-0.0735491521644292,0.0129183868276912,0.965087586974781,"0.001 to 1",0.0646276091931124,0.0591893976186537,174,"success","pgls5_castespolymorphic"
"OG0000058_00",0.0952726652507589,0.0164910942716725,0.605228137305148,"1e-05 to 1",0.0635959230532554,0.0581517133035651,174,"success","pgls5_castespolymorphic"
"OG0000060_00",0.0606893338559458,0.0397111706300863,0.937800217402873,"0.001 to 1",0.0280837961336478,0.0224331205297735,174,"success","pgls5_castespolymorphic"
"OG0000063_00",0.0476262236701222,0.022810982319593,0.874910390871085,"1e-05 to 1",0.0354723395637876,0.0298646206077631,174,"success","pgls5_castespolymorphic"
"OG0000089_01",0.0484118683736232,0.0345424000652148,0.926620435122427,"1e-05 to 1",0.0288707370854653,0.023224636719683,174,"success","pgls5_castespolymorphic"
"OG0000102_01",0.0467110479488334,0.000892895148482786,0.849064735789067,"1e-05 to 1",0.0672660721129132,0.061843200439151,174,"success","pgls5_castespolymorphic"
"OG0000118_00",0.0656881245712526,0.0264909010869481,0.72053610150948,"1e-05 to 1",0.0502486659546344,0.0447268558729753,174,"success","pgls5_castespolymorphic"
"OG0000239_00",-0.0507708586682135,0.0401211921506379,0.91031578809105,"1e-05 to 1",0.0330099814992877,0.0273879465080045,174,"success","pgls5_castespolymorphic"
"OG0000272_00",0.0938684800056979,0.000154330990924878,0.747279737482451,"1e-05 to 1",0.112915478970842,0.107758010825324,174,"success","pgls5_castespolymorphic"
"OG0000320_00",0.0566436518493364,0.0401979557364478,0.756771589485736,"1e-05 to 1",0.0454470974285156,0.0398973712507744,174,"success","pgls5_castespolymorphic"
"OG0000342_00",-0.0321208994713682,0.04379045628561,0.851956168995733,"1e-05 to 1",0.0268214960606699,0.0211634815028831,174,"success","pgls5_castespolymorphic"
"OG0000365_00",0.0381198415776331,0.0301781546219768,0.933440819518794,"1e-05 to 1",0.0311479976831819,0.0255151372045958,174,"success","pgls5_castespolymorphic"
"OG0000367_00",0.0358518078751909,0.0499001815835785,0.924918862832481,"1e-05 to 1",0.0288143312395709,0.0231679029328242,174,"success","pgls5_castespolymorphic"
"OG0000384_00",0.0562022388467452,0.0373324136093998,0.721169338968171,"1e-05 to 1",0.0289629500249883,0.0233173857809477,174,"success","pgls5_castespolymorphic"
"OG0000388_00",0.0566441640174023,0.0103915276512838,0.807060641416973,"1e-05 to 1",0.0424167114167023,0.0368493667156365,174,"success","pgls5_castespolymorphic"
"OG0000413_00",0.0645307057467947,0.00423377017273396,0.916113225992273,"1e-05 to 1",0.0789256617516133,0.073570578389704,174,"success","pgls5_castespolymorphic"
"OG0000442_00",-0.0536908701917946,0.00879059489617351,0.711393510880952,"1e-05 to 1",0.0460847215065607,0.0405387024455522,174,"success","pgls5_castespolymorphic"
